Date,Price,Natural_Gas_Price,Global_Oil_Production_Mbd,OECD_Petroleum_Stocks
2010-01-01,69.92882057864902,2.103352076436787,80.71753692314658,2734.7495058048653
2010-02-01,70.95743144743977,2.976502150745652,78.59378290569471,2691.6234247824573
2010-03-01,71.0990624179928,3.2349630467826476,80.810669689624,2695.2800839492334
2010-04-01,71.76396840712107,3.463081074893731,83.1872247365149,2684.795979158103
2010-05-01,71.68665748159735,3.380575509045531,80.41676014219114,2731.247672804513
2010-06-01,71.6521420520323,3.2865964225933944,79.57848121299935,2696.19231453084
2010-07-01,72.02973229457126,3.021253682424487,78.54595837317106,2717.6661678830624
2010-08-01,72.44255561882758,3.0515262837788257,78.13213839701018,2700.927801701958
2010-09-01,72.38602101397692,3.3691949208497984,82.59445695907795,2723.1134412540064
2010-10-01,71.20210221661286,3.222366477785248,75.14639332694361,2741.809015585314
2010-11-01,71.11857750030958,3.2413991795016894,79.64165221303494,2696.065468699725
2010-12-01,71.46127648406596,3.5899664577871864,82.40279928040405,2706.542171244002
2011-01-01,71.47302653830843,3.365777509762541,77.98879098915964,2699.396361014053
2011-02-01,71.70112717805398,3.1190377826941647,79.88327613218416,2695.974062663634
2011-03-01,71.83637356908719,3.6392854942460517,79.46867438072628,2682.777308500398
2011-04-01,71.11886949715398,3.4584017473730064,81.15992531466235,2668.859061389974
2011-05-01,71.56027807024637,3.934761481115346,82.9072439218374,2637.595510360994
2011-06-01,71.27023723827622,4.201447437949781,79.14199096473314,2700.1004580119343
2011-07-01,71.01945458630142,4.072476570434355,77.9988719464134,2696.38141081536
2011-08-01,71.31493123353019,4.0039987431009845,78.71316358749357,2719.8167595518735
2011-09-01,70.94912310830375,4.308618988253232,83.92451793735673,2692.45193751343
2011-10-01,71.08000083898952,3.6277425799661325,83.96009239474837,2655.9522105571236
2011-11-01,70.65210304948161,3.769214972936199,80.85737316673796,2716.7268974404765
2011-12-01,70.55834009333007,4.015066809949421,81.24150129489577,2758.8503607540315
2012-01-01,70.37159694861259,3.8549611677679203,78.7510472440116,2689.5389460890387
2012-02-01,70.14061146528311,4.0284276823678145,82.03804603952862,2719.907425383282
2012-03-01,69.73237841318092,3.8795803843165175,79.50662268432515,2727.704604375512
2012-04-01,69.70981676192422,3.9193800534936525,78.31445356345728,2672.9906744827676
2012-05-01,69.77048065007637,3.8717813193296475,80.50968205152198,2676.148221693672
2012-06-01,70.23345703983762,4.221987815630664,79.40443030834359,2713.2721443565338
2012-07-01,69.94654719169765,3.938626821325979,80.4379361140979,2682.405911494715
2012-08-01,69.97289874672063,3.5939258558342826,79.9473844268807,2664.904682338496
2012-09-01,71.07655404017865,3.9400206900604693,80.71023123559924,2707.0986144771105
2012-10-01,71.27246497491568,3.7803729462278897,80.26214504412391,2756.52915445082
2012-11-01,71.51382168877844,4.379648258216259,83.75916042824207,2660.3303455459236
2012-12-01,71.73048869933163,4.035679870202158,81.50543543291005,2677.7607614134004
2013-01-01,70.87834285222209,4.285806420600221,79.3442748181811,2711.3191259002306
2013-02-01,70.75638881904759,3.912693569994653,81.07347818779373,2683.8848186431755
2013-03-01,69.68653692340551,4.1277008116092215,78.84409368453926,2688.349365858684
2013-04-01,70.11719824992755,4.05027242497549,79.99690119956998,2693.051010070135
2013-05-01,70.96734044874634,3.955044938013697,77.99747762236514,2688.7025163072535
2013-06-01,70.70294804719673,3.230079242629423,77.96039239597869,2692.9031107286596
2013-07-01,71.58468700592103,3.773900992335644,80.2970336010282,2684.0469703112535
2013-08-01,71.02388309216838,4.0820465627455595,77.18930127042054,2719.324853613648
2013-09-01,70.42791600875384,3.635542650202611,80.28787347445859,2688.9134520821663
2013-10-01,70.70428196762913,3.9382226147868997,79.24749548930714,2682.2657004068865
2013-11-01,70.29629149319632,3.3970175929700797,80.10393104670037,2704.495574933689
2013-12-01,70.0479680685822,3.4012656975036886,81.44064373484518,2717.064286359833
2014-01-01,70.59108085023558,3.650544918580052,82.02288869708248,2707.963185173976
2014-02-01,70.1037432118965,2.969186928983608,80.82906882278685,2711.9360569747205
2014-03-01,69.96267530294122,3.8430527701588515,78.27161386996998,2731.062604457116
2014-04-01,69.90406822797235,3.205683329247762,81.28411171762666,2648.376037369242
2014-05-01,70.09334186115277,3.6283894109164594,82.94243540804474,2668.949889988219
2014-06-01,70.4594391847419,3.000327214027501,80.64298568722452,2675.4045394553605
2014-07-01,70.40765366743346,3.3500368770408513,76.24149823343859,2667.5121537940868
2014-08-01,69.80830052735475,2.944169149163849,77.50217120129915,2702.403285874569
2014-09-01,70.31331831549437,2.551529655039461,80.67685430230401,2700.7287559154915
2014-10-01,71.75099848043149,2.8302325577546714,79.40175887627694,2728.764466286807
2014-11-01,72.16115480223894,2.867465420931635,84.58074900868054,2695.5563818007254
2014-12-01,72.44146055520619,2.9900768169690686,79.04049252336516,2669.6073485177412
2015-01-01,72.2536394555508,2.5542491571872645,79.54500845520774,2736.879934906203
2015-02-01,72.1275873062304,2.892803837653893,81.1117661823081,2730.8672984462014
2015-03-01,71.43278058264451,2.6056555385495757,75.22619303367279,2707.4043065629594
2015-04-01,71.74144672107143,2.0372762671645277,81.77400830006874,2746.736320542609
2015-05-01,71.67355319718797,2.875021673678319,79.50191757336518,2773.1646936909224
2015-06-01,72.31750567557512,2.8530490514727416,77.17758138511329,2685.8431564822013
2015-07-01,71.7990084768879,2.3739202727805178,79.1760756287088,2685.1256683500274
2015-08-01,72.4811745457105,2.3779823483981986,82.33850062189595,2722.173815706952
2015-09-01,72.32619622740356,2.2318325757454534,80.5738032103077,2692.8056867126475
2015-10-01,72.02063766794052,2.459907287291922,74.52742570319118,2721.9202789797328
2015-11-01,71.7790847791124,2.12765217712639,80.90785941510481,2721.095981036311
2015-12-01,71.4745929353272,2.5150439031541922,79.38166410757277,2687.411913406008
2016-01-01,70.43042528650366,2.1854363830582137,80.42863014995429,2728.0381500034955
2016-02-01,70.75008628557815,1.8050290654680694,77.44572846009298,2721.2285304464763
2016-03-01,71.13723826191196,2.3685035967869963,81.99933412459276,2693.9775048229817
2016-04-01,71.7765229623501,2.2745710417225307,81.97111734841488,2729.8819273690224
2016-05-01,72.12916097202223,1.5525193286388546,80.28894918788642,2778.8086000839285
2016-06-01,72.45714966243713,2.1389109301333034,80.02754754748538,2720.6124885438758
2016-07-01,71.61789864456142,2.230649308904783,82.27028393556455,2666.1928460138656
2016-08-01,71.70945357831383,2.016322645297938,80.98007217493287,2693.913081437123
2016-09-01,71.14284153420044,1.885541415234406,79.48619457161712,2689.9067132574055
2016-10-01,71.00329867870512,2.3860471635595606,79.64384009378969,2681.641753067086
2016-11-01,71.7016086282953,1.8102138200185716,80.94910524046361,2715.719302788598
2016-12-01,71.71771834983056,2.5258205643604557,83.691421824643,2749.6465506014915
2017-01-01,70.41088796403719,1.7836592423274524,79.07484036374572,2706.565921531673
2017-02-01,69.91009914894002,2.28269036553996,79.1424466540188,2676.0724475766297
2017-03-01,69.62634364574888,2.545599588755022,81.61959421638025,2714.2514275540366
2017-04-01,69.51351463140526,1.6261670468250673,78.95930224959888,2670.864854668622
2017-05-01,69.9825265340568,2.164025437196345,78.15930531138753,2723.2083426056383
2017-06-01,70.40091859702203,1.8172075055443826,77.90443619508235,2706.6709158014737
2017-07-01,70.80699283468206,2.2898922550140277,82.9139824405797,2687.413341187483
