Date,Price,Natural_Gas_Price,Global_Oil_Production_Mbd,OECD_Petroleum_Stocks
2010-01-01,60.24835707650561,3.1877002043295017,81.03869302848234,2720.8923028016284
2010-02-01,60.179224925920025,2.7986895997955905,83.06547782600515,2671.7573286335596
2010-03-01,60.50306919497037,2.7902317624128448,79.78247970308628,2713.245104447882
2010-04-01,61.26458412317438,3.3115559818997444,80.80342344419789,2736.0392155164477
2010-05-01,61.14750743581271,3.154569675116985,81.38028798342222,2638.2088874968176
2010-06-01,61.03043895733813,3.4899114517641445,79.19755905622833,2680.077618613238
2010-07-01,61.82004536509182,3.4709251121937217,80.44818496362083,2714.4268031795136
2010-08-01,62.20376272966828,3.3593212740129275,80.02518480156358,2694.923865348925
2010-09-01,61.9690255367008,3.178158632878084,80.19535219709766,2709.278646834283
2010-10-01,62.24030555849378,3.027420845590515,78.45398043228907,2684.9003703321046
2010-11-01,62.00859671208755,3.396095250678983,80.04902034851789,2702.1647446868224
2010-12-01,61.77573183530242,3.8334902422343786,80.9959965824909,2696.108069115198
2011-01-01,61.896712971085435,3.6855205852235784,82.90228721559008,2729.194551541495
2011-02-01,60.940072848756536,3.2903541361515156,81.91854165217042,2706.3605210825303
2011-03-01,60.07761393250002,3.7567413130033023,84.30636491502311,2708.44006655188
2011-04-01,59.796470167879534,3.8588944454852894,78.4653048742239,2689.703075846938
2011-05-01,59.29005460771233,3.514334962507152,81.74464127344136,2687.8098443981876
2011-06-01,59.447178274009964,3.859370523531854,80.3666840114767,2689.1860453045097
2011-07-01,58.99316623624936,3.861938902151199,84.37960586643534,2709.8613035594576
2011-08-01,58.28701438558171,3.530173566026581,78.3834034292897,2689.4753879794935
2011-09-01,59.01983877004249,4.006265104997453,78.32055631563844,2707.2443714224105
2011-10-01,58.90695061979922,4.09022366774257,78.80121470911196,2751.885019966136
2011-11-01,58.940714722143184,4.2670863174057505,75.75220855138039,2721.778117585792
2011-12-01,58.22834062903645,4.275554442720381,78.94848995663848,2691.849411695804
2012-01-01,57.95614926677386,3.560362346352392,78.4817346768926,2730.030348054099
2012-02-01,58.01161056162879,3.7035269607576113,80.30078757295242,2689.7981156744613
2012-03-01,57.43611377291764,4.147523373819047,80.68351195155432,2649.046886620554
2012-04-01,57.62396278209048,4.15218851168193,83.75234167843178,2674.797842227065
2012-05-01,57.323643437131075,4.154492851333757,81.9008476763721,2653.230201974354
2012-06-01,57.17779656223444,5.154603689033407,78.84619268867519,2691.212162898967
2012-07-01,56.87694325611974,4.165740695255026,78.20317065730329,2700.460459479739
2012-08-01,57.80308234837421,4.327729588326951,80.983838343013,2741.910932806882
2012-09-01,57.796333736005245,4.262766965542338,77.35953358595872,2708.173184344104
2012-10-01,57.267478271527295,4.1584432796875,83.6629175317087,2694.5224867797783
2012-11-01,57.67875072757889,3.8518997753123054,82.35888024144258,2720.7351395295873
2012-12-01,57.06832890259338,4.154672760514432,79.0616486957906,2644.721617274803
2013-01-01,57.17276070009575,3.6727435161067032,76.57373094181824,2705.8903639527143
2013-02-01,56.19292563815586,3.8083320888832306,82.70774474833082,2719.271629847174
2013-03-01,55.528832613706655,3.7058113719473127,79.77092030949477,2663.035343855504
2013-04-01,55.627263231641216,3.845368850328442,82.47563262394692,2728.5938510801734
2013-05-01,55.99649652163892,4.482029278503272,76.81114468241127,2708.4624101873605
2013-06-01,56.0821806622339,3.1918196904619047,78.80124995409246,2689.61780215248
2013-07-01,56.024356521039785,3.91989846487078,80.01048739943637,2715.819546652657
2013-08-01,55.87380467324514,3.1899989268836784,80.09396118752949,2756.7673214451097
2013-09-01,55.134543678061426,3.4899249825363663,79.09986905704152,2704.5466563764626
2013-10-01,54.77462157386407,3.913910161502926,81.245699864695,2706.2055146575085
2013-11-01,54.54430218838418,3.560397175009098,77.86475914123481,2688.515977511494
2013-12-01,55.07286330149363,3.1699895470965256,79.71524102995741,2678.7538907633802
2014-01-01,55.24467244627787,3.2293824488703753,80.2405912634238,2720.758395413606
2014-02-01,54.363152368596495,3.59712818582056,81.0288776681175,2678.5979043522784
2014-03-01,54.5251943532939,3.1221871601175715,81.42322975617778,2701.789155930485
2014-04-01,54.332653213085734,3.35321810318958,77.75071581632426,2688.058563830872
2014-05-01,53.99419221293276,3.248035965073818,76.93177165852876,2711.97449564366
2014-06-01,54.300030357353194,2.984236934208715,82.55535364379702,2708.3415526321737
2014-07-01,54.81553011860117,3.767692139444833,80.66462802395918,2725.9384986064474
2014-08-01,55.281170178159265,3.2590880020874406,78.50302692688689,2687.2495900286312
2014-09-01,54.86156141654795,2.405557882713478,83.10230395104504,2693.2531266176657
2014-10-01,54.70695522862234,3.013184439921498,80.23134926858572,2675.530907105442
2014-11-01,54.87258694432412,2.7029930867310688,82.35859436812765,2688.892668498097
2014-12-01,55.3603595078853,3.1018471553779614,80.13503696282022,2709.4325123261215
2015-01-01,55.120772388962656,2.553429205836633,84.12149584976397,2718.924715416134
2015-02-01,55.02794290063075,2.7024843084075973,83.5106816848864,2676.9458668955594
2015-03-01,54.47477541362773,2.8349421435493283,79.50207170304185,2721.7401480026415
2015-04-01,53.8766721015874,2.8907009457316084,81.94314190190872,2733.8909464701237
2015-05-01,54.2829350127845,2.2195653228604932,81.29075189917029,2710.3358725805924
2015-06-01,54.96105502706991,2.4292952901668006,82.73726311506469,2746.9198953139517
2015-07-01,54.925049966279744,2.3386210782207955,78.0701530788398,2680.6552700224106
2015-08-01,55.42681641522576,2.238183964244322,81.37210291999688,2668.8836324172144
2015-09-01,55.60763442774957,2.918662525686141,82.11684897369918,2655.531993777393
2015-10-01,55.28507455044701,2.4672706403932008,76.48252102715377,2737.4011077872296
2015-11-01,55.46577235320122,1.9263021168192953,77.63348297466845,2716.3591414088514
2015-12-01,56.2347906364342,2.5408869451061697,75.9215356444798,2698.610383227239
2016-01-01,56.21687761687922,2.865427968718972,79.46118633111088,2706.9992156579956
2016-02-01,56.99919944478623,2.504179785552356,81.43508451159192,2671.8627738175405
2016-03-01,55.689326892741356,1.7068018146443535,83.00471410419206,2761.143799490421
2016-04-01,56.100278144928964,1.9881279864170347,80.14818956083955,2703.2305295493807
2016-05-01,56.14380167904805,2.486960918760587,83.25723109114259,2702.734869865122
2016-06-01,55.99429800381512,1.870862780132832,77.23979708357022,2718.1441655974672
2016-07-01,56.04017839208287,2.195446197397048,76.5932351212897,2712.025230793418
2016-08-01,55.04639393478242,2.276753134735514,79.88890460220676,2705.597100606978
2016-09-01,54.93655799086367,1.751328095851009,80.76813089787862,2680.2381386138672
2016-10-01,55.11511427661954,1.9996223825490271,79.93461050381181,2711.7867089284
2016-11-01,55.8540612989903,1.0362381880901954,75.86511579992025,2747.050612411876
2016-12-01,55.594926189853474,1.6955337970238664,79.82175992097443,2733.6355011538744
2017-01-01,55.190679388406885,1.9244226400810307,77.3910609989903,2739.829665665985
2017-02-01,54.93980086661461,1.6263207141019032,81.33934509766007,2687.2196080892204
2017-03-01,55.39750192546565,2.4939597868335244,80.7331964921937,2675.2598794935357
2017-04-01,55.56187748029549,1.5818816804518536,78.1202404273453,2696.8553269975087
